0;44;81;200;:T
31;75;87;200;:F
3;43;79;200;:T
32;76;87;200;:F
2;42;77;200;:T
33;77;87;200;:F
1;41;75;200;:T
34;78;87;200;:F
0;40;73;200;:T
35;79;87;200;:F
3;39;71;200;:T
36;80;87;200;:F
2;38;69;200;:T
37;81;87;200;:F
1;37;67;200;:T
38;82;87;200;:F
0;36;65;200;:T
3;79;63;200;:F
39;83;87;200;:F
3;35;111;200;:T
4;80;63;200;:F
2;34;109;200;:T
5;81;63;200;:F
1;33;107;200;:T
6;82;63;200;:F
0;32;105;200;:T
7;83;63;200;:F
3;31;103;200;:T
8;84;63;200;:F
2;30;101;200;:T
9;85;63;200;:F
1;29;99;200;:T
10;86;63;200;:F
0;28;97;200;:T
11;87;63;200;:F
3;27;95;200;:T
12;88;63;200;:F
2;26;93;200;:T
13;89;63;200;:F
1;25;91;200;:T
14;90;63;200;:F
0;24;89;200;:T
15;91;63;200;:F
3;63;87;200;:T
3;23;151;200;:F
2;62;85;200;:T
4;24;63;200;:F
1;61;83;200;:T
5;25;63;200;:F
0;60;81;200;:T
6;26;63;200;:F
3;59;79;200;:T
7;27;63;200;:F
2;58;79;200;:T
8;28;63;200;:F
1;57;79;200;:T
9;29;63;200;:F
0;56;79;200;:T
10;30;63;200;:F
3;55;79;200;:T
11;31;63;200;:F
2;54;79;200;:T
12;32;63;200;:F
1;53;79;200;:T
13;33;63;200;:F
0;52;79;200;:T
14;34;63;200;:F
3;83;79;200;:F
3;51;127;200;:T
15;35;63;200;:F
4;36;63;200;:F
2;50;125;200;:T
5;37;63;200;:F
1;49;123;200;:T
6;38;63;200;:F
0;48;121;200;:T
7;39;63;200;:F
3;47;119;200;:T
8;40;63;200;:F
2;46;117;200;:T
9;41;63;200;:F
1;45;115;200;:T
10;42;63;200;:F
0;44;113;200;:T
11;43;63;200;:F
3;43;111;200;:T
12;44;63;200;:F
2;42;109;200;:T
13;45;63;200;:F
1;41;107;200;:T
14;46;63;200;:F
0;40;105;200;:T
15;47;63;200;:F
3;39;103;200;:T
16;48;63;200;:F
2;38;101;200;:T
17;49;63;200;:F
1;37;99;200;:T
18;50;63;200;:F
0;36;97;200;:T
19;51;63;200;:F
3;35;95;200;:T
20;52;63;200;:F
2;34;93;200;:T
21;53;63;200;:F
1;33;91;200;:T
22;54;63;200;:F
0;32;89;200;:T
23;55;63;200;:F
3;31;87;200;:T
24;56;63;200;:F
2;30;85;200;:T
25;57;63;200;:F
1;29;83;200;:T
26;58;63;200;:F
0;28;81;200;:T
27;59;63;200;:F
3;87;107;200;:T
3;27;79;200;:F
2;86;105;200;:T
4;28;63;200;:F
1;85;103;200;:T
5;29;63;200;:F
0;84;101;200;:T
6;30;63;200;:F
3;83;99;200;:T
7;31;63;200;:F
2;82;97;200;:T
8;32;63;200;:F
1;81;95;200;:T
9;33;63;200;:F
0;80;93;200;:T
10;34;63;200;:F
3;79;91;200;:T
11;35;63;200;:F
2;78;89;200;:T
12;36;63;200;:F
1;77;87;200;:T
13;37;63;200;:F
0;76;85;200;:T
14;38;63;200;:F
3;95;83;200;:T
3;75;131;200;:F
15;39;63;200;:F
2;94;81;200;:T
4;40;63;200;:F
1;93;79;200;:T
5;41;63;200;:F
0;92;77;200;:T
6;42;63;200;:F
3;91;75;200;:T
7;43;63;200;:F
2;90;73;200;:T
8;44;63;200;:F
1;89;71;200;:T
9;45;63;200;:F
0;88;69;200;:T
10;46;63;200;:F
3;87;67;200;:T
11;47;63;200;:F
2;86;65;200;:T
12;48;63;200;:F
1;85;63;200;:T
13;49;63;200;:F
0;84;61;200;:T
14;50;63;200;:F
3;83;59;200;:T
15;51;63;200;:F
2;82;57;200;:T
16;52;63;200;:F
1;81;55;200;:T
17;53;63;200;:F
0;80;53;200;:T
18;54;63;200;:F
3;79;51;200;:T
19;55;63;200;:F
2;78;49;200;:T
20;56;63;200;:F
1;77;47;200;:T
21;57;63;200;:F
0;76;45;200;:T
22;58;63;200;:F
3;75;43;200;:T
23;59;63;200;:F
2;74;41;200;:T
24;60;63;200;:F
1;73;39;200;:T
25;61;63;200;:F
0;72;37;200;:T
26;62;63;200;:F
3;71;35;200;:F
27;63;63;200;:F
3;71;34;200;:F
27;63;62;200;:T
4;72;34;200;:F
26;62;60;200;:T
5;73;34;200;:F
25;61;58;200;:T
6;74;34;200;:F
24;60;56;200;:T
7;75;34;200;:F
23;59;56;200;:T
8;76;34;200;:F
22;58;56;200;:T
9;77;34;200;:F
21;57;56;200;:T
10;78;34;200;:F
20;56;56;200;:T
11;79;34;200;:F
19;55;56;200;:T
12;80;34;200;:F
18;54;56;200;:T
13;81;34;200;:F
17;53;56;200;:T
14;82;34;200;:F
16;52;56;200;:T
15;83;34;200;:F
15;51;56;200;:T
16;84;34;200;:F
14;50;56;200;:T
17;85;34;200;:F
13;49;56;200;:T
18;86;34;200;:F
12;48;56;200;:T
19;87;34;200;:F
11;47;56;200;:T
20;88;34;200;:F
10;46;56;200;:T
21;89;34;200;:F
9;45;56;200;:T
22;90;34;200;:F
8;44;56;200;:T
23;91;34;200;:F
7;43;56;200;:T
24;92;34;200;:F
6;42;56;200;:T
25;93;34;200;:F
5;41;56;200;:T
26;94;34;200;:F
4;40;56;200;:T
27;95;34;200;:F
3;75;84;200;:T
15;39;54;200;:F
2;74;84;200;:T
16;40;34;200;:F
1;73;82;200;:T
17;41;34;200;:F
0;72;80;200;:T
18;42;34;200;:F
3;71;80;200;:T
19;43;34;200;:F
2;70;80;200;:T
20;44;34;200;:F
1;69;80;200;:T
21;45;34;200;:F
0;68;80;200;:T
22;46;34;200;:F
3;67;80;200;:T
23;47;34;200;:F
2;66;80;200;:T
24;48;34;200;:F
1;65;80;200;:T
25;49;34;200;:F
0;64;80;200;:T
26;50;34;200;:F
3;63;78;200;:T
27;51;34;200;:F
2;62;76;200;:T
28;52;34;200;:F
1;61;74;200;:T
29;53;34;200;:F
0;60;72;200;:T
30;54;34;200;:F
3;59;70;200;:T
31;55;34;200;:F
2;58;68;200;:T
32;56;34;200;:F
1;57;66;200;:T
33;57;34;200;:F
0;56;64;200;:T
34;58;34;200;:F
3;55;62;200;:T
35;59;34;200;:F
2;54;60;200;:T
36;60;34;200;:F
1;53;58;200;:T
37;61;34;200;:F
0;52;56;200;:T
38;62;34;200;:F
3;51;54;200;:T
39;63;34;200;:F
2;50;52;200;:T
40;64;34;200;:F
1;49;50;200;:T
41;65;34;200;:F
0;48;48;200;:T
42;66;34;200;:F
3;47;46;200;:T
43;67;34;200;:F
2;46;44;200;:T
44;68;34;200;:F
1;45;42;200;:T
45;69;34;200;:F
0;44;40;200;:T
46;70;34;200;:F
3;43;40;200;:T
47;71;34;200;:F
2;42;40;200;:T
48;72;34;200;:F
1;41;40;200;:T
49;73;34;200;:F
0;40;40;200;:T
50;74;34;200;:F
3;95;40;200;:F
3;39;54;200;:T
51;75;34;200;:F
2;38;52;200;:T
4;76;34;200;:F
1;37;50;200;:T
5;77;34;200;:F
0;36;48;200;:T
6;78;34;200;:F
3;35;46;200;:T
7;79;34;200;:F
2;34;44;200;:T
8;80;34;200;:F
1;33;42;200;:T
9;81;34;200;:F
0;32;40;200;:T
10;82;34;200;:F
3;31;38;200;:T
11;83;34;200;:F
2;30;36;200;:T
12;84;34;200;:F
1;29;34;200;:T
13;85;34;200;:F
0;28;32;200;:T
14;86;34;200;:F
3;59;30;200;:F
3;27;70;200;:T
15;87;34;200;:F
2;26;68;200;:T
4;60;30;200;:F
1;25;66;200;:T
5;61;30;200;:F
0;24;64;200;:T
6;62;30;200;:F
3;23;62;200;:T
7;63;30;200;:F
2;22;60;200;:T
8;64;30;200;:F
1;21;58;200;:T
9;65;30;200;:F
0;20;56;200;:T
10;66;30;200;:F
3;19;54;200;:T
11;67;32;200;:F
2;18;52;200;:T
12;68;34;200;:F
1;17;50;200;:T
13;69;34;200;:F
0;16;48;200;:T
14;70;34;200;:F
3;15;46;200;:T
15;71;34;200;:F
2;14;44;200;:T
16;72;34;200;:F
1;13;42;200;:T
17;73;34;200;:F
0;12;40;200;:T
18;74;34;200;:F
3;11;38;200;:T
19;75;34;200;:F
2;10;36;200;:T
20;76;34;200;:F
1;9;34;200;:T
21;77;34;200;:F
0;8;32;200;:T
22;78;34;200;:F
3;7;30;200;:F
23;79;34;200;:F
3;7;29;200;:F
23;79;33;200;:F
3;7;28;200;:T
23;79;32;200;:F
2;6;26;200;:T
24;80;32;200;:F
1;5;24;200;:T
25;81;32;200;:F
0;4;22;200;:T
26;82;32;200;:F
7;3;20;200;:T
27;83;32;200;:F
6;2;18;200;:T
28;84;32;200;:F
5;1;16;200;:T
29;85;32;200;:F
4;0;14;200;:T
30;86;32;200;:F
3;115;200;14;:T
31;115;200;34;:F
2;114;200;14;:T
32;116;200;36;:F
1;113;200;13;:T
33;117;200;37;:F
0;112;200;13;:T
34;118;200;39;:F
3;111;200;12;:T
35;119;200;40;:F
2;110;200;12;:T
36;120;200;42;:F
1;109;200;11;:T
37;121;200;43;:F
0;108;200;11;:T
38;122;200;45;:F
3;107;200;10;:T
39;123;200;46;:F
2;106;200;10;:T
40;124;200;48;:F
1;105;200;9;:T
41;125;200;49;:F
0;104;200;9;:T
42;126;200;51;:F
3;103;200;8;:T
43;127;200;52;:F
2;102;200;8;:T
44;128;200;54;:F
1;101;200;7;:T
45;129;200;55;:F
0;100;200;7;:T
46;130;200;57;:F
47;131;200;58;:F
3;99;200;6;:T
48;132;200;60;:F
2;98;200;6;:T
49;133;200;61;:F
1;97;200;5;:T
50;134;200;63;:F
0;96;200;5;:T
51;135;200;64;:F
3;95;200;4;:T
52;136;200;66;:F
2;94;200;4;:T
53;137;200;67;:F
1;93;200;3;:T
54;138;200;69;:F
0;92;200;3;:T
3;91;200;2;:F
55;139;200;70;:F
3;107;200;54;:T
4;92;200;4;:F
2;106;200;54;:T
5;93;200;5;:F
1;105;200;53;:T
6;94;200;7;:F
0;104;200;53;:T
7;95;200;8;:F
3;103;200;52;:T
8;96;200;10;:F
2;102;200;52;:T
9;97;200;11;:F
1;101;200;51;:T
10;98;200;13;:F
0;100;200;49;:T
11;99;200;14;:F
3;99;200;48;:T
12;100;200;16;:F
2;98;200;46;:T
13;101;200;17;:F
1;97;200;45;:T
14;102;200;19;:F
0;96;200;43;:T
15;103;200;20;:F
3;111;200;48;:F
3;95;200;42;:T
4;104;200;22;:F
2;94;200;40;:T
5;105;200;23;:F
1;93;200;39;:T
6;106;200;25;:F
0;92;200;37;:T
7;107;200;26;:F
3;91;200;36;:T
8;108;200;28;:F
2;90;200;34;:T
9;109;200;29;:F
1;89;200;33;:T
10;110;200;31;:F
0;88;200;31;:T
11;111;200;32;:F
3;87;200;30;:T
12;112;200;34;:F
2;86;200;28;:T
13;113;200;35;:F
1;85;200;27;:T
14;114;200;37;:F
0;84;200;25;:T
3;115;200;24;:F
15;115;200;38;:F
3;83;200;24;:T
4;116;200;24;:F
2;82;200;22;:T
5;117;200;25;:F
1;81;200;21;:T
6;118;200;25;:F
0;80;200;19;:T
7;119;200;26;:F
3;79;200;18;:T
8;120;200;26;:F
2;78;200;16;:T
9;121;200;27;:F
1;77;200;15;:T
10;122;200;27;:F
0;76;200;13;:T
11;123;200;28;:F
3;75;200;12;:T
12;124;200;28;:F
2;74;200;10;:T
13;125;200;29;:F
1;73;200;9;:T
14;126;200;29;:F
0;72;200;7;:T
15;127;200;30;:F
3;111;200;6;:T
15;71;200;88;:F
16;72;200;30;:F
2;110;200;4;:T
17;73;200;31;:F
1;109;200;3;:T
18;74;200;31;:F
0;108;200;5;:T
19;75;200;32;:F
3;107;200;4;:T
20;76;200;32;:F
2;106;200;2;:T
21;77;200;33;:F
1;105;200;93;:T
22;78;200;33;:F
0;104;200;91;:T
23;79;200;34;:F
3;103;200;90;:T
24;80;200;34;:F
2;102;200;88;:T
25;81;200;35;:F
1;101;200;87;:T
26;82;200;35;:F
0;100;200;85;:T
27;83;200;36;:T
3;99;200;84;:F
26;82;200;34;:T
4;100;200;84;:F
25;81;200;33;:T
5;101;200;85;:F
24;80;200;33;:T
6;102;200;87;:F
23;79;200;32;:T
7;103;200;88;:F
22;78;200;32;:T
8;104;200;90;:F
21;77;200;31;:T
9;105;200;91;:F
20;76;200;31;:T
10;106;200;93;:F
19;75;200;30;:T
11;107;200;94;:F
18;74;200;30;:T
12;108;200;96;:F
17;73;200;29;:T
13;109;200;97;:F
16;72;200;27;:T
14;110;200;97;:F
15;127;200;26;:T
15;111;200;98;:F
15;71;200;98;:F
14;126;200;24;:T
16;72;200;98;:F
13;125;200;23;:T
17;73;200;99;:F
12;124;200;21;:T
18;74;200;99;:F
11;123;200;20;:T
19;75;200;100;:F
10;122;200;18;:T
20;76;200;100;:F
9;121;200;17;:T
21;77;200;101;:F
8;120;200;15;:T
22;78;200;101;:F
7;119;200;14;:T
23;79;200;102;:F
6;118;200;12;:T
24;80;200;102;:F
5;117;200;11;:T
25;81;200;103;:F
4;116;200;9;:T
26;82;200;103;:F
3;115;200;8;:F
15;115;200;48;:T
27;83;200;104;:F
14;114;200;46;:T
4;84;200;8;:F
13;113;200;45;:T
5;85;200;9;:F
12;112;200;43;:T
6;86;200;9;:F
11;111;200;42;:T
7;87;200;10;:F
10;110;200;40;:T
8;88;200;10;:F
9;109;107;39;:T
9;89;95;11;:F
8;108;105;37;:T
10;90;95;11;:F
7;107;103;36;:T
11;91;95;12;:F
6;106;101;34;:T
12;92;95;12;:F
5;105;99;33;:T
13;93;95;13;:F
4;104;97;31;:T
14;94;95;13;:F
15;103;95;30;:F
3;111;159;86;:F
15;95;95;14;:T
4;104;95;30;:F
14;94;93;12;:T
5;105;95;31;:F
13;93;91;11;:T
6;106;95;31;:F
12;92;89;9;:T
7;107;95;32;:F
11;91;87;8;:T
8;108;95;32;:F
10;90;85;6;:T
9;109;95;33;:F
9;89;83;5;:T
10;110;95;33;:F
8;88;81;3;:T
11;111;95;34;:F
7;87;79;2;:T
12;112;95;34;:F
6;86;77;36;:T
13;113;95;35;:F
5;85;75;35;:T
14;114;95;35;:F
4;84;73;35;:T
3;115;71;34;:T
15;115;95;36;:F
27;83;119;108;:F
2;114;69;34;:T
16;84;95;36;:F
1;113;67;33;:T
17;85;95;37;:F
0;112;65;33;:T
18;86;95;39;:F
3;111;63;32;:T
19;87;95;40;:F
2;110;61;32;:T
20;88;95;42;:F
1;109;59;31;:T
21;89;95;43;:F
0;108;57;31;:T
22;90;95;45;:F
3;107;55;30;:T
23;91;95;46;:F
2;106;53;30;:T
24;92;95;48;:F
1;105;51;29;:T
25;93;95;49;:F
0;104;49;29;:T
26;94;95;51;:F
3;103;71;28;:T
27;95;95;52;:F
71;119;47;90;:F
2;102;71;28;:T
28;96;47;54;:F
1;101;70;27;:T
29;97;47;55;:F
0;100;68;27;:T
30;98;47;57;:F
3;99;68;26;:T
31;99;47;58;:F
2;98;68;26;:T
32;100;47;60;:F
1;97;68;25;:T
33;101;47;61;:F
0;96;68;25;:T
34;102;47;63;:F
3;95;68;24;:T
35;103;47;64;:F
2;94;68;24;:T
36;104;47;66;:F
1;93;68;23;:T
37;105;47;67;:F
0;92;68;23;:T
38;106;47;69;:F
3;91;68;22;:T
39;107;47;70;:F
2;90;68;22;:T
40;108;47;72;:F
1;89;68;21;:T
41;109;47;73;:F
0;88;68;21;:T
42;110;47;75;:F
3;87;68;20;:T
43;111;47;76;:F
2;86;68;20;:T
44;112;47;78;:F
1;85;68;19;:T
45;113;47;79;:F
0;84;68;19;:T
46;114;47;81;:F
3;83;68;18;:T
47;115;47;82;:F
2;82;68;18;:T
48;116;47;84;:F
1;81;68;17;:T
49;117;47;85;:F
0;80;68;17;:T
50;118;47;87;:F
3;79;68;16;:T
3;119;71;88;:F
51;119;47;88;:F
2;78;68;16;:T
4;120;47;90;:F
1;77;68;15;:T
5;121;47;91;:F
0;76;68;15;:T
6;122;47;93;:F
3;75;68;14;:T
7;123;47;94;:F
2;74;67;14;:T
8;124;47;96;:F
1;73;65;13;:T
9;125;47;97;:F
0;72;63;13;:T
10;126;47;99;:F
3;71;61;12;:T
11;127;47;100;:F
2;70;59;12;:T
12;128;47;102;:F
1;69;57;11;:T
13;129;47;103;:F
0;68;55;11;:T
14;130;47;105;:F
3;67;53;84;:F
24;72;102;132;:F
15;131;47;106;:F
59;115;53;10;:T
4;68;47;84;:F
58;114;51;10;:T
5;69;47;85;:F
57;113;49;9;:T
6;70;47;85;:F
56;112;47;9;:T
7;71;47;86;:F
55;111;45;8;:T
8;72;47;86;:F
54;110;43;8;:T
9;73;47;87;:F
53;109;41;7;:T
10;74;47;87;:F
52;108;41;7;:T
11;75;47;88;:F
51;107;41;6;:T
12;76;47;88;:F
50;106;41;6;:T
13;77;47;89;:F
49;105;41;5;:T
14;78;47;89;:F
48;104;41;5;:T
47;103;41;4;:F
15;79;47;90;:F
47;103;42;5;:T
15;79;46;89;:F
46;102;42;4;:T
16;80;46;90;:F
45;101;42;4;:T
17;81;46;90;:F
44;100;42;3;:T
18;82;46;91;:F
43;99;42;3;:T
19;83;46;91;:F
42;98;42;2;:T
20;84;46;92;:F
41;97;42;2;:T
21;85;46;92;:F
40;96;42;200;:T
22;86;46;200;:F
39;95;42;200;:T
23;87;46;200;:F
38;94;42;200;:T
24;88;46;200;:F
37;93;42;200;:T
25;89;46;200;:F
36;92;42;200;:T
26;90;46;200;:F
27;91;46;200;:T
35;91;42;200;:F
36;92;44;200;:F
26;90;44;200;:T
37;93;46;200;:F
25;89;42;200;:T
38;94;48;200;:F
24;88;40;200;:T
39;95;50;200;:F
23;87;38;200;:T
40;96;52;200;:F
22;86;36;200;:T
41;97;54;200;:F
21;85;34;200;:T
42;98;56;200;:F
20;84;32;200;:T
43;99;58;200;:F
19;83;30;200;:T
44;100;60;200;:F
18;82;28;200;:T
45;101;62;200;:F
17;81;26;200;:T
46;102;64;200;:T
16;80;24;200;:F
45;101;64;200;:T
17;81;24;200;:F
44;100;64;200;:T
18;82;24;200;:F
43;99;64;200;:T
19;83;24;200;:F
42;98;64;200;:T
20;84;24;200;:F
41;97;64;200;:T
21;85;24;200;:F
40;96;64;200;:T
22;86;24;200;:F
39;95;64;200;:T
23;87;24;200;:F
38;94;64;200;:T
24;88;24;200;:F
37;93;64;200;:T
25;89;24;200;:F
36;92;64;200;:T
26;90;24;200;:F
27;91;24;200;:F
35;91;64;200;:T
28;92;24;200;:F
34;90;64;200;:T
29;93;24;200;:F
33;89;64;200;:T
30;94;24;200;:F
32;88;64;200;:T
31;95;24;200;:F
31;87;64;200;:T
32;96;24;200;:F
30;86;64;200;:T
33;97;24;200;:F
29;85;64;200;:T
34;98;24;200;:F
28;84;64;200;:T
35;99;24;200;:F
27;83;64;200;:T
36;100;24;200;:F
26;82;64;200;:T
37;101;24;200;:F
25;81;64;200;:T
38;102;24;200;:F
24;80;64;200;:T
23;79;29;200;:F
39;103;24;200;:F
75;119;88;200;:T
24;80;24;200;:F
74;118;87;200;:T
25;81;24;200;:F
73;117;85;200;:T
26;82;24;200;:F
72;116;83;200;:T
27;83;24;200;:F
71;115;81;200;:T
28;84;24;200;:F
70;114;79;200;:T
29;85;24;200;:F
69;113;77;200;:T
30;86;24;200;:F
68;112;75;200;:T
31;87;24;200;:F
67;111;73;200;:T
32;88;24;200;:F
66;110;71;200;:T
33;89;24;200;:F
65;109;69;200;:T
34;90;24;200;:F
64;108;67;200;:T
35;91;24;200;:F
63;107;65;200;:T
36;92;24;200;:F
62;106;63;200;:T
37;93;24;200;:F
61;105;61;200;:T
38;94;24;200;:F
60;104;59;200;:T
39;95;24;200;:F
59;103;57;200;:T
40;96;24;200;:F
58;102;55;200;:T
41;97;24;200;:F
57;101;53;200;:T
42;98;24;200;:F
56;100;53;200;:T
43;99;24;200;:F
55;99;53;200;:T
44;100;24;200;:F
54;98;53;200;:T
45;101;24;200;:F
53;97;53;200;:T
46;102;24;200;:F
52;96;53;200;:T
47;103;24;200;:F
51;119;88;200;:T
51;95;53;200;:F
48;96;24;200;:F
50;118;88;200;:T
49;97;24;200;:F
49;117;88;200;:T
50;98;24;200;:F
48;116;88;200;:T
51;99;24;200;:F
47;115;88;200;:T
52;100;24;200;:F
46;114;88;200;:T
53;101;24;200;:F
45;113;88;200;:T
54;102;24;200;:F
44;112;88;200;:T
55;103;24;200;:F
43;111;88;200;:T
56;104;24;200;:F
42;110;88;200;:T
57;105;24;200;:F
41;109;88;200;:T
58;106;24;200;:F
40;108;88;200;:T
59;107;24;200;:F
39;107;88;200;:T
38;106;88;200;:T
60;108;24;200;:F
37;105;88;200;:T
61;109;24;200;:F
36;104;88;200;:T
62;110;24;200;:F
35;103;88;200;:T
63;111;24;200;:F
34;102;88;200;:T
64;112;24;200;:F
33;101;88;200;:T
65;113;24;200;:F
32;100;88;200;:T
66;114;24;200;:F
31;99;86;200;:T
67;115;24;200;:F
30;98;84;200;:T
68;116;24;200;:F
29;97;82;200;:T
69;117;24;200;:F
28;96;80;200;:T
70;118;24;200;:F
27;103;78;200;:F
27;95;96;200;:T
71;119;24;200;:F
28;104;24;200;:F
26;94;94;200;:T
29;105;24;200;:F
25;93;92;200;:T
30;106;24;200;:F
24;92;90;200;:T
31;107;24;200;:F
23;91;88;200;:T
32;108;24;200;:F
22;90;86;200;:T
33;109;24;200;:F
21;89;84;200;:T
34;110;24;200;:F
20;88;82;200;:T
35;111;24;200;:F
19;87;80;200;:T
36;112;24;200;:F
18;86;78;200;:T
37;113;24;200;:F
17;85;76;200;:T
38;114;24;200;:F
16;84;74;200;:T
39;115;24;200;:F
15;115;72;200;:T
27;83;88;200;:F
14;114;70;200;:T
28;84;24;200;:F
13;113;68;200;:T
29;85;24;200;:F
12;112;66;200;:T
30;86;24;200;:F
11;111;64;200;:T
31;87;24;200;:F
10;110;62;200;:T
32;88;24;200;:F
9;109;60;200;:T
33;89;24;200;:F
8;108;58;200;:T
34;90;24;200;:F
7;107;56;200;:T
35;91;24;200;:F
6;106;54;200;:T
36;92;24;200;:F
5;105;52;200;:T
37;93;24;200;:F
4;104;50;200;:T
38;94;24;200;:F
15;103;48;200;:F
3;111;96;200;:T
39;95;24;200;:F
16;96;24;200;:F
2;110;94;200;:T
17;97;24;200;:F
1;109;92;200;:T
18;98;24;200;:F
0;108;90;200;:T
19;99;24;200;:F
3;107;88;200;:T
20;100;24;200;:F
2;106;86;200;:T
21;101;24;200;:F
1;105;84;200;:T
22;102;24;200;:F
0;104;82;200;:T
23;103;24;200;:F
3;103;80;200;:T
24;104;24;200;:F
2;102;78;200;:T
25;105;24;200;:F
1;101;76;200;:T
26;106;24;200;:F
0;100;74;200;:T
27;107;24;200;:F
3;99;72;200;:T
28;108;24;200;:F
2;98;70;200;:T
29;109;24;200;:F
1;97;70;200;:T
30;110;24;200;:F
0;96;69;200;:T
31;111;24;200;:F
3;95;67;200;:T
32;112;24;200;:F
2;94;67;200;:T
33;113;24;200;:F
1;93;67;200;:T
34;114;24;200;:F
0;92;67;200;:T
35;115;24;200;:F
19;91;67;200;:T
36;116;24;200;:F
18;90;67;200;:T
37;117;24;200;:F
17;89;67;200;:T
38;118;24;200;:F
16;88;66;200;:T
39;119;24;200;:F
55;143;64;200;:F
15;87;67;200;:T
40;120;24;200;:F
14;86;67;200;:T
41;121;24;200;:F
13;85;67;200;:T
42;122;24;200;:F
12;84;67;200;:T
43;123;24;200;:F
11;83;67;200;:T
44;124;24;200;:F
10;82;67;200;:T
45;125;24;200;:F
9;81;67;200;:T
46;126;24;200;:F
8;80;67;200;:T
47;127;24;200;:F
7;79;67;200;:T
48;128;24;200;:F
6;78;67;200;:T
49;129;24;200;:F
5;77;67;200;:T
50;130;24;200;:F
4;76;67;200;:T
3;107;67;200;:F
51;131;24;200;:F
51;75;101;200;:T
4;108;24;200;:F
50;74;101;200;:T
5;109;24;200;:F
49;73;101;200;:T
6;110;24;200;:F
48;72;101;200;:T
7;111;24;200;:F
47;71;101;200;:T
8;112;24;200;:F
46;70;101;200;:T
9;113;24;200;:F
45;69;101;200;:T
10;114;24;200;:F
44;68;101;200;:T
11;115;24;200;:F
43;67;101;200;:T
12;116;24;200;:F
42;66;101;200;:T
13;117;24;200;:F
41;65;101;200;:T
14;118;24;200;:F
40;64;101;200;:T
15;119;24;200;:F
39;63;101;200;:T
16;120;24;200;:F
38;62;100;200;:T
17;121;24;200;:F
37;61;98;200;:T
18;122;24;200;:F
36;60;96;200;:T
19;123;24;200;:F
35;59;94;200;:T
20;124;24;200;:F
34;58;92;200;:T
21;125;24;200;:F
33;57;90;200;:T
22;126;24;200;:F
32;56;88;200;:T
23;127;24;200;:F
31;55;88;200;:T
24;128;24;200;:F
30;54;88;200;:T
25;129;24;200;:F
29;53;88;200;:T
26;130;24;200;:F
28;52;88;200;:T
27;131;24;200;:F
27;51;88;200;:T
28;132;24;200;:F
26;50;88;200;:T
29;133;24;200;:F
25;49;88;200;:T
30;134;24;200;:F
24;48;88;200;:T
31;135;24;200;:F
23;47;88;200;:T
32;136;24;200;:F
22;46;88;200;:T
33;137;24;200;:F
21;45;88;200;:T
34;138;24;200;:F
20;44;88;200;:T
35;139;24;200;:F
19;43;88;200;:T
36;140;24;200;:F
18;42;88;200;:T
37;141;24;200;:F
17;41;88;200;:T
38;142;24;200;:F
16;40;88;200;:T
27;95;88;200;:F
39;143;24;200;:F
15;39;101;200;:T
28;96;24;200;:F
14;38;101;200;:T
29;97;24;200;:F
13;37;101;200;:T
30;98;24;200;:F
12;36;101;200;:T
31;99;24;200;:F
11;35;101;200;:T
32;100;24;200;:F
10;34;101;200;:T
33;101;24;200;:F
9;33;101;200;:T
34;102;24;200;:F
8;32;101;200;:T
35;103;24;200;:F
